country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
JPN,1995,1,short,3,0,501276.06,2810.91,1124.58,753.99,718.34,2420.52,3658.17,3223.18,3317.6,4434.22,8266.42,15665.51,21962.31,30542.99,47240.38,59870.22,60965.37,68540.25,77965.15,87795.95,56525.04,31270.91,24973.91,6297,.,.
JPN,1995,1,short,3,1,10830.27,86.25,48.69,19.12,19.09,20.12,39.51,52.51,67.2,83.15,203.29,399.06,537.87,718.31,1232.8,1380.06,1471.73,1546.12,1538.15,1367.25,933.15,434.1,352.44,81.65,.,.
JPN,1995,1,short,3,2,165645.31,25.34,90.07,147.79,146.63,243.32,292.21,398.44,524.62,963.9,2213.46,5144.69,8285.21,13031.47,22151.92,28163.64,25184.76,22931.16,20369.24,15337.44,11149.78,4187.67,3570.28,617.39,.,.
JPN,1995,1,short,3,3,1868.06,13.18,12.42,5.03,7.03,8.04,22.24,14.12,17.28,18.22,32.33,41.37,71.55,91.57,164.86,198.79,214.99,278.35,282.32,374.37,237.35,137.02,112.56,24.46,.,.
JPN,1995,1,short,3,4,9648.07,33.47,16.57,11.06,9.04,23.16,30.42,43.46,47.94,82.2,153.88,358.78,485.47,722.67,1095.2,1206.89,1104.43,1233.77,1386.2,1603.44,1079.55,523.89,431.58,92.32,.,.
JPN,1995,1,short,3,5,1714.31,0,0,0,0,2.02,14.19,22.25,17.35,36.56,53.7,70.85,101.08,113.07,128.03,106.59,113.62,164.44,278.25,492.33,277.96,214.37,158.46,55.91,.,.
JPN,1995,1,short,3,6,4568.26,49.71,108.7,48.26,44.21,90.49,125.38,86.82,61.02,73.93,124.34,189.83,205.81,297.98,433.47,554.41,551.75,597.27,530.16,394.72,281.25,113.47,99.49,13.99,.,.
JPN,1995,1,short,3,7,74964.49,85.16,43.52,37.21,52.25,128.82,220.62,247.55,370.88,579.67,1060.56,2068.07,2741.48,4006.81,6012.13,7986.96,8751.25,10653.52,13228.25,16689.78,10302.4,6387.37,5041.05,1346.33,.,.
JPN,1995,1,short,3,8,71187.43,11.2,8.31,6.05,17.1,25.17,45.58,68.68,172.07,331.57,775.87,1633.57,2344.88,3134.85,4920.31,6799.24,8119.31,10785.5,14307.9,17680.25,11375.94,6304.31,5052.77,1251.54,.,.
JPN,1995,1,short,3,9,5624.06,1.02,0,0,0,7.05,7.08,12.11,17.3,32.46,62.74,142.49,158.48,267.05,404.47,667.97,834.15,1022.94,1075.58,911.16,598.76,312.4,245.98,66.42,.,.
JPN,1995,1,short,3,10,45802.23,92.27,102.52,36.21,28.13,37.21,57.66,56.51,55.94,97.24,174.86,334.16,503.12,791.25,1609.08,2850.42,4207.96,6948.15,10670.94,17148.6,10111.1,7037.49,5455.04,1582.45,.,.
JPN,1995,1,short,3,11,27387.14,33.65,29.25,19.25,31.47,60.33,86.98,83.77,91.57,80.01,163.76,238.19,381,681.37,1385.45,2660.75,3681.09,5170.83,6123.7,6384.73,4194.51,2190.22,1728.94,461.28,.,.
JPN,1995,1,short,3,12,22345.42,20.27,6.21,3.02,8.03,17.1,32.37,59.56,143.43,293.85,689.66,1372.48,1862.08,2326.7,2901.34,2634.82,2165.78,2256.75,2601.14,2950.83,1859.7,1091.13,870.77,220.36,.,.
JPN,1995,1,short,3,13,1592.72,4.05,2.07,1.01,2.01,1.01,10.11,6.05,8.13,10.12,35.36,43.38,58.45,91.57,135.76,222.04,236.24,208.81,223.47,293.06,177.03,116.03,82.19,33.84,.,.
JPN,1995,1,short,3,14,10207.58,9.13,4.14,3.02,7.03,7.04,14.16,17.15,35.6,26.33,81.86,136.25,201.61,342.24,576.19,912.97,1162.77,1606.2,2180.95,2882.93,1758.02,1124.91,861.53,263.38,.,.
JPN,1995,1,short,3,15,2946.85,2139.73,203.95,49.26,43.18,45.25,40.44,26.23,16.27,20.25,25.26,24.21,28.22,30.19,40.21,45.18,35.16,52.44,42.81,38.62,18.74,19.89,16.39,3.49,.,.
JPN,1995,1,short,3,16,44943.87,206.48,448.15,367.72,303.14,1704.39,2619.21,2027.97,1670.99,1704.76,2415.49,3468.13,3996.01,3895.9,4049.15,3479.48,3130.38,3084,3126.1,3246.43,2169.8,1076.63,894.45,182.18,.,.
JPN,1996,1,short,3,0,488605.01,2533.75,1038.46,551.67,562.39,2164.28,3299.64,3099.53,3231.42,4432.7,7612.87,16436.58,20723.16,29153.05,46321.3,59945.91,62729.63,65304.46,73589.66,85874.54,55659.39,30215.14,23807.75,6407.4,.,.
JPN,1996,1,short,3,1,10189.41,79.83,58.35,12.02,17.09,14.09,27.35,39.45,54.68,89.2,196.44,387.58,487.49,616.34,1087.67,1452.17,1464.6,1413.07,1386.67,1305.31,895.58,409.72,329.14,80.58,.,.
JPN,1996,1,short,3,2,170968.65,22.23,105.17,119.22,111.21,225.91,294.21,373.9,506.17,980.61,2156.89,5657.12,7969.61,12757.07,22515.35,29218.32,27369.14,23278.03,20828.81,16479.68,12220.64,4259.04,3600.64,658.4,.,.
JPN,1996,1,short,3,3,1812.93,24.25,16.66,4.01,9.02,12.05,20.25,16.17,14.17,17.26,20.28,54.48,61.43,89.6,134.72,193.92,220.95,259,313.03,331.68,214.02,117.66,89.62,28.04,.,.
JPN,1996,1,short,3,4,8484.21,17.18,21.87,5.01,12.02,9.04,26.29,35.37,40.52,59.78,152.92,307.77,404.85,644.29,971.66,1101.25,1043.35,1087.31,1147.99,1395.75,888.23,507.51,403.59,103.92,.,.
JPN,1996,1,short,3,5,1452.16,1.01,0,0,4.01,6.02,9.1,20.21,11.14,30.43,45.61,89.91,86.73,78.64,89.57,89.47,99.44,146.12,206.9,437.85,245.07,192.78,151.92,40.85,.,.
JPN,1996,1,short,3,6,4493.08,37.39,118.73,33.07,41.09,85.41,119.43,80.92,81.06,78.1,91.18,176.61,203.41,290.87,409.91,597.22,586.32,578.25,498.34,385.76,285.56,100.2,88.53,11.67,.,.
JPN,1996,1,short,3,7,73736.82,65.71,42.71,23.05,41.11,126.62,194.34,294.36,393.18,570.89,1010.92,2222.86,2766.39,3855.1,5853.75,7957.91,9029.36,10105.54,12459.15,16723.86,10410.46,6313.4,4851.17,1462.23,.,.
JPN,1996,1,short,3,8,67954.65,11.17,7.29,8.02,16.05,36.26,53.62,100.16,164.14,334.63,734.47,1722.27,2168.33,3003.61,4765.16,6482.18,8004.08,10051.68,13251.77,17039.77,10983.33,6056.44,4851.4,1205.04,.,.
JPN,1996,1,short,3,9,5537.7,1.01,0,0,2,2.01,6.07,8.08,17.21,24.31,60.73,130.12,161.07,255.66,382.82,651.5,861.59,1018.64,988.64,966.24,634.58,331.66,273.28,58.38,.,.
JPN,1996,1,short,3,10,40740.81,62.68,82.29,24.05,29.06,19.08,34.38,49.54,46.58,81.07,130.6,295.65,393.77,689.68,1420.01,2527.04,3986.75,6035.95,9457.02,15375.62,8970.41,6405.22,4835.85,1569.37,.,.
JPN,1996,1,short,3,11,25222.33,40.44,40.63,15.04,24.06,50.22,76.88,79.88,86.11,88.18,120.5,234.1,306.13,576.84,1350.51,2372.16,3422.08,4570.33,5488.86,6279.38,4094.28,2185.11,1693.53,491.58,.,.
JPN,1996,1,short,3,12,21495.93,19.2,6.25,9.02,7.01,11.04,31.36,50.54,111.43,281.79,576.34,1357.81,1788.57,2181.82,2734.06,2678.03,2225.43,2190.42,2378.12,2857.69,1797.46,1060.23,846.51,213.72,.,.
JPN,1996,1,short,3,13,1480.92,2.02,4.17,0,5.01,7.03,9.1,6.06,10.12,15.19,26.31,39.34,49.33,64.41,120.55,225.82,220.86,221.62,191.59,262.4,143.3,119.1,85.25,33.85,.,.
JPN,1996,1,short,3,14,9632.27,6.06,3.12,1,5.01,2.01,11.12,16.17,30.38,28.37,57.7,140.24,204.4,304,533.59,878.46,1103.69,1452.23,1992.18,2862.53,1764.08,1098.45,868.36,230.09,.,.
JPN,1996,1,short,3,15,2662.22,1962.37,180.15,44.08,28.05,29.11,43.47,28.29,17.21,19.25,16.19,29.25,23.15,27.17,20.09,36.13,36.14,42.31,42.8,37,28.04,8.97,5.46,3.5,.,.
JPN,1996,1,short,3,16,42740.93,181.2,351.05,254.09,210.6,1528.39,2342.68,1900.43,1647.32,1733.64,2215.78,3591.46,3648.51,3717.96,3931.87,3484.33,3055.85,2853.97,2957.8,3134.02,2084.36,1049.66,833.48,216.18,.,.
JPN,1997,1,short,3,0,497796.01,2415.45,908.69,509.25,540.48,2074.15,3090.36,3217.59,3274.22,4273.09,7049.57,15991.93,20919.69,29624.24,44843.81,60724.4,66550.35,66195.16,74665.76,90927.81,58264.81,32663,25543.89,7119.12,.,.
JPN,1997,1,short,3,1,10379.75,87.04,50.45,14.06,14.03,15.07,30.17,40.55,68.05,80.94,157.84,411.44,502.91,610.91,1060.52,1377.06,1560.09,1497.3,1392.94,1408.37,1005.27,403.1,323.7,79.4,.,.
JPN,1997,1,short,3,2,173447.74,23.28,90.6,109.43,124.24,206.92,279.5,364.97,485.36,822.39,1906.46,5366.15,8098.71,12955.03,21337.29,29683.04,29389.22,23386.59,21394.5,17424.04,12581.05,4842.99,4087.94,755.05,.,.
JPN,1997,1,short,3,3,1869.65,16.19,25.77,9.04,4.01,13.06,23.12,22.3,12.18,25.36,24.3,40.37,68.64,74.51,129.79,197.99,244.2,240.03,319.69,379.09,217.17,161.92,130.41,31.51,.,.
JPN,1997,1,short,3,4,8444.28,16.19,19.6,6.02,7.02,13.06,23.12,25.39,44.78,80.08,129.59,321.18,404.49,609.45,924.6,1104.23,1030.38,1116.1,1198.07,1370.91,860.98,509.94,392.88,117.06,.,.
JPN,1997,1,short,3,5,1404.29,0,0,0,1,4.02,9.07,13.21,21.35,24.34,47.6,91.87,79.72,105.77,94.5,84.4,89.43,103.81,214.65,419.52,237.64,181.88,127.03,54.85,.,.
JPN,1997,1,short,3,6,4629.94,51.62,119.43,37.15,47.09,77.34,94.5,105.43,68.03,82.94,106.19,200.6,187.3,322.9,439.71,584.31,620.52,577.4,527.94,379.55,276.03,103.52,82.51,21,.,.
JPN,1997,1,short,3,7,74547.61,70.94,49.52,16.08,47.13,109.57,224.5,312.6,375.02,585.21,932.27,2172.22,2790.71,3889.09,5887.19,8102.61,9246.76,10122.56,12243,17370.64,10620.49,6750.15,5153.91,1596.24,.,.
JPN,1997,1,short,3,8,67215.55,11.14,5.15,9.05,13.04,24.14,42.29,90.34,164.7,327.16,649.26,1622.36,2135.72,2826.19,4480.19,6502.27,8182.79,9998.87,12972.57,17158.33,10920.43,6237.9,4874.47,1363.43,.,.
JPN,1997,1,short,3,9,5746.37,0,0,0,2,1,3.02,12.17,22.34,22.25,53.6,138.1,161.13,260.55,394.55,678.73,945.94,993.7,1048.99,1008.3,686.2,322.1,252.01,70.09,.,.
JPN,1997,1,short,3,10,45185.29,75.96,73.11,29.12,23.05,28.13,33.2,56.78,66.01,67.81,125.46,288.46,427.19,751.77,1441.15,2711.79,4395.4,6614.44,10107.39,17869.07,10413.84,7455.23,5606.25,1848.98,.,.
JPN,1997,1,short,3,11,25724.71,39.47,45.3,14.06,27.05,48.21,61.33,64.88,63.97,77.88,110.23,227.82,339.36,597.52,1201.7,2331.29,3649.98,4649.64,5512.58,6662.44,4408.4,2254.03,1769.75,484.28,.,.
JPN,1997,1,short,3,12,21812.78,51.63,11.33,4.02,8.02,12.06,25.16,63.93,119.01,255.19,570.93,1383.4,1695.54,2170.03,2775.69,2700.95,2425.45,2231.29,2365.18,2943.98,1844.83,1099.15,865.68,233.47,.,.
JPN,1997,1,short,3,13,1602.69,5.06,3.09,2.01,2,3.01,7.04,9.12,8.12,14.16,29.33,48.39,61.43,92.04,150.58,231.92,261.06,212.62,196.32,265.38,154.1,111.28,87.94,23.34,.,.
JPN,1997,1,short,3,14,9843.81,8.1,4.12,3.01,3.01,5.02,12.07,10.14,26.41,22.26,55.65,135.12,195.42,283.76,531.25,866.77,1185.3,1455.69,2056.64,2984.07,1817.84,1166.23,922.21,244.02,.,.
JPN,1997,1,short,3,15,2419.91,1768.22,133.86,37.15,32.06,47.21,25.16,31.43,13.22,15.18,17.21,25.24,24.19,24.18,29.16,33.26,47.39,37.46,39.81,38.52,22.87,15.65,9.8,5.85,.,.
JPN,1997,1,short,3,16,43521.64,190.6,277.36,219.08,185.72,1466.32,2197.11,1994.34,1715.66,1769.93,2133.66,3519.21,3747.24,4050.53,3965.92,3533.79,3276.44,2957.66,3075.49,3245.59,2197.65,1047.94,857.4,190.54,.,.
JPN,1998,1,short,3,0,512128,2366.81,959.29,573.61,570.18,2072.75,3262.65,3475.95,3605.84,4608.95,7290.6,15747.03,22568.08,30565.24,44525.53,62334.58,71785.92,67228.85,73885.72,94700.41,59795.75,34904.65,27256.66,7648,.,.
JPN,1998,1,short,3,1,10629.06,79.78,57.7,16.16,8.12,15.06,22.24,33.4,43.56,84.11,172.45,377.02,502.61,628.2,1035.14,1473.3,1634.82,1498.86,1418.08,1528.47,991.75,536.72,436.74,99.99,.,.
JPN,1998,1,short,3,2,179089.45,27.24,99.17,97.87,106.52,223.89,290.84,332.73,486.78,834.54,1956.17,4981.16,8404.05,12959.49,20962.8,30108.16,32122.95,24693.33,21555.32,18846.45,13385.97,5460.48,4607.37,853.11,.,.
JPN,1998,1,short,3,3,1869.68,18.16,23.27,6.05,8.12,8.03,16.16,10.11,15.18,18.21,28.36,43.39,51.39,81.54,118.65,213.88,255.13,271.92,286.75,395.37,248.75,146.62,117.6,29.01,.,.
JPN,1998,1,short,3,4,8655.86,23.22,19.24,13.12,6.09,12.05,21.21,47.56,55.71,61.79,129.77,279.77,450.71,585.26,922.46,1188.36,1185.69,1069.05,1144.54,1440.26,879.73,560.53,423.34,137.19,.,.
JPN,1998,1,short,3,5,1407.23,0,2.02,0,0,3.01,12.12,18.2,15.18,26.3,41.53,76.69,72.55,91.6,103.57,92.38,103.46,123.88,182.01,442.73,261.19,181.54,131.63,49.91,.,.
JPN,1998,1,short,3,6,4668.32,39.38,86.06,30.29,39.58,53.23,83.86,72.84,62.77,66.8,95.29,151.46,202.62,323.32,435.59,598.68,744.61,636.74,540.14,405.06,289.25,115.81,96.07,19.74,.,.
JPN,1998,1,short,3,7,75701.9,86.77,45.55,21.2,42.61,115.5,200.18,321.72,428.23,572.74,960.67,2143.1,2883.86,3943.6,5726.83,8194.96,9917.06,9962.47,12161.69,17973.17,10806.43,7166.73,5460.95,1705.78,.,.
JPN,1998,1,short,3,8,66917.48,10.09,9.11,8.08,12.18,23.11,44.46,81.97,190.37,347.21,662.95,1498.59,2168.89,2945.28,4320.98,6495.43,8631.17,9826.15,12355.43,17286.04,10855.21,6430.83,5015.84,1414.99,.,.
JPN,1998,1,short,3,9,6166.31,1.02,0,1.01,1.01,2.01,7.09,12.15,18.25,30.4,52.75,116.24,183.65,241.88,426.73,719.54,996.93,1074.17,1132.27,1149.23,771.49,377.74,317.36,60.38,.,.
JPN,1998,1,short,3,10,45205.48,72.72,102.25,35.32,26.38,24.1,44.45,48.58,48.6,75.9,118.57,247.36,451.6,711.07,1342.95,2662.89,4697.38,6444.67,9895.75,18154.94,10522.33,7632.62,5712.43,1920.19,.,.
JPN,1998,1,short,3,11,26245.93,40.35,37.44,11.1,24.35,35.14,55.54,57.65,56.68,83.96,92.18,210.93,301.32,545.7,1149.45,2427.23,3824.32,4661.33,5516.71,7114.55,4546.28,2568.27,2042.52,525.76,.,.
JPN,1998,1,short,3,12,21503.72,39.41,10.12,4.04,4.06,13.05,35.37,59.93,114.62,283.74,516.42,1250.19,1778.13,2077.7,2572.85,2717.69,2616.29,2166.31,2302.09,2941.71,1829.11,1112.6,860.55,252.05,.,.
JPN,1998,1,short,3,13,1604.05,3.03,0,1.01,4.06,3.01,9.09,5.06,20.24,22.25,11.14,39.36,62.47,105.73,154.87,236.99,248.11,215.61,191.33,270.68,164.08,106.61,84.41,22.2,.,.
JPN,1998,1,short,3,14,9854.6,7.06,1.01,1.01,5.08,5.02,3.03,14.17,12.15,23.28,62.83,140.3,199.6,302.12,509,882.02,1149.6,1424.77,1989.96,3122.6,1851.2,1271.41,971.74,299.67,.,.
JPN,1998,1,short,3,15,2389.54,1714.94,160.9,46.41,22.32,39.16,31.3,35.4,19.23,13.15,12.16,33.3,23.17,35.23,33.18,33.14,30.13,37.26,38.64,30.52,22.8,7.72,5.39,2.32,.,.
JPN,1998,1,short,3,16,50219.39,203.65,305.44,280.97,259.72,1497.38,2385.73,2324.49,2018.3,2064.58,2377.35,4158.18,4831.46,4987.53,4710.48,4289.94,3628.26,3122.33,3175,3598.62,2370.19,1228.43,972.72,255.71,.,.
JPN,1999,1,short,3,0,534777.93,2226.02,888.2,463.27,526.76,1914.45,3078.22,3600.21,3764.46,4743.32,7235.69,14784.36,23546.43,32592.59,43335.98,62834.44,76671.95,72938.9,76006.53,103626.17,64432.73,39193.43,30491.06,8702.37,.,.
JPN,1999,1,short,3,1,11409.22,77.86,65.62,11.03,9.06,9.06,21.22,42.65,48.62,84.3,150.77,364.41,558.85,763.54,981.1,1419.39,1755.82,1760.89,1565.8,1719.24,1146.53,572.71,458.05,114.66,.,.
JPN,1999,1,short,3,2,182775.24,22.24,88.81,88.19,123.77,201.41,247.39,341.98,507.22,804.64,1700.16,4503.07,8682.52,13519.13,19992.6,29833.15,33772.22,26427.39,21672.66,20246.66,14163.52,6083.14,5063.79,1019.35,.,.
JPN,1999,1,short,3,3,1864.6,15.16,24.22,7.02,9.06,14.1,14.14,12.18,16.2,23.34,14.15,36.42,64.63,70.53,111.69,221.99,262.23,249,276.37,422.2,262.12,160.08,126.46,33.62,.,.
JPN,1999,1,short,3,4,8939.4,26.28,15.14,5.01,7.04,15.11,23.24,38.58,56.73,78.2,127.46,286.37,519.34,683.47,854.69,1246.91,1230.22,1082.28,1124.05,1519.28,926.25,593.03,447.14,145.89,.,.
JPN,1999,1,short,3,5,1479.32,0,0,0,1.01,4.03,8.08,14.21,12.15,23.34,43.46,63.69,87.82,83.61,112.68,92.38,108.48,141.09,189.88,493.44,267.05,226.39,165.07,61.32,.,.
JPN,1999,1,short,3,6,5116.19,36.39,91.86,37.08,50.31,57.4,70.69,86.26,73.92,77.13,100.09,183,216.05,327.51,475,648.77,754.46,718.62,592.12,519.54,380.98,138.55,116.56,21.99,.,.
JPN,1999,1,short,3,7,78685.37,82.9,37.35,26.07,29.19,92.69,189.96,306.68,406.3,628.6,997.42,1930.38,3086.11,4202.65,5818.21,8270.79,10630.21,10615.7,12290.08,19044.1,11309.45,7734.65,5925.4,1809.25,.,.
JPN,1999,1,short,3,8,67838.75,9.1,2.02,10.03,13.1,23.17,46.47,90.36,166.17,351.29,654.43,1424.47,2277.75,2917.45,4216.93,6512.89,8965.53,10315.56,12142.35,17699.69,11099.73,6599.96,5264.51,1335.45,.,.
JPN,1999,1,short,3,9,6464.15,0,0,0,2.01,7.05,4.04,8.12,13.16,27.4,58.64,111.24,191.85,260,399.55,712.13,1128.33,1181.47,1127.44,1231.69,833.5,398.19,318.35,79.84,.,.
JPN,1999,1,short,3,10,53379.9,57.66,86.83,22.06,20.13,33.24,41.43,46.72,75.97,83.24,144.63,325.69,538.35,947.38,1601.37,3049.41,5584.23,7835.71,11261.82,21624.03,12182.54,9441.49,7018.16,2423.32,.,.
JPN,1999,1,short,3,11,28922.4,43.48,49.48,17.04,16.11,35.28,56.59,57.88,62.82,72.09,94.07,171.92,352.41,665.08,1155.23,2508.57,4249.33,5219.02,6054.73,8041.26,5052.11,2989.16,2316.87,672.29,.,.
JPN,1999,1,short,3,12,22513.83,52.56,11.1,7.02,5.03,15.11,29.28,64.97,134.71,252.81,570.49,1264.6,1751.54,2322.99,2532.31,2880.8,2754.89,2282.09,2321.44,3260.08,2016.35,1243.72,952.06,291.66,.,.
JPN,1999,1,short,3,13,1709.74,3.03,2.02,3.01,2.01,5.04,10.1,10.15,11.14,16.23,21.23,44.48,51.48,95.7,157.95,219.89,284.25,233.8,212.22,326.01,203.91,122.1,87.39,34.71,.,.
JPN,1999,1,short,3,14,10489.23,9.11,2.02,3.01,1.01,5.04,6.07,10.16,16.21,35.53,46.51,125.43,196.95,324.58,500.34,891.13,1299.48,1531.74,1998.47,3486.45,2036.13,1450.32,1090.33,359.99,.,.
JPN,1999,1,short,3,15,2295.23,1627.32,165.52,28.06,23.14,41.29,30.29,30.44,24.3,20.29,16.17,18.2,17.16,24.18,29.18,25.1,45.2,43.33,34.52,51.54,33.12,18.42,17.26,1.16,.,.
JPN,1999,1,short,3,16,50895.36,162.93,246.19,198.65,214.78,1355.45,2279.24,2438.89,2138.84,2164.91,2496.01,3930.98,4953.62,5384.8,4397.15,4301.14,3847.04,3301.2,3142.59,3940.96,2519.42,1421.54,1123.64,297.89,.,.
JPN,2000,1,short,3,0,525903.11,2109.32,828.06,439.28,494.29,1729.57,2892.77,3292.98,3775.01,4648.09,6871.42,13191.63,24177.52,31929.48,42281.37,61017.28,76458.37,73981.91,73565.95,102218.83,62755.66,39463.16,30841.91,8621.26,.,.
JPN,2000,1,short,3,1,11071.78,63.35,45.47,14.11,12.06,15.1,19.28,35.52,50.78,91.66,133.8,323.07,526.77,729.16,869.47,1360.16,1762.13,1650.97,1599.64,1769.28,1172.01,597.28,489.67,107.6,.,.
JPN,2000,1,short,3,2,186190.45,22.47,85.88,97.71,91.4,160.96,224.11,334.47,533.46,837.05,1714.1,4014.03,9033.69,13626.87,19567.04,29896.67,34417.03,28231.7,22140.82,21160.98,14710.5,6450.48,5359.3,1091.18,.,.
JPN,2000,1,short,3,3,1821.95,12.25,12.13,5.04,7.03,6.04,10.14,7.1,12.17,24.41,28.35,45.54,62.64,94.88,124.92,202.17,247.4,265.14,266.36,388.25,233.48,154.77,117.01,37.76,.,.
JPN,2000,1,short,3,4,8875.73,27.56,22.25,5.04,12.05,19.14,22.32,25.4,58.91,68.26,145.95,254.27,476.41,627.34,918.15,1188.34,1348.92,1154.91,1068.19,1432.32,880.01,552.31,438.77,113.54,.,.
JPN,2000,1,short,3,5,1597.67,1.02,0,1.01,0,3.02,4.06,11.15,14.2,21.36,33.41,45.52,95.93,94.83,99.66,86.45,117.58,157.2,226.56,584.73,316.99,267.74,188.82,78.92,.,.
JPN,2000,1,short,3,6,5081.94,31.69,77.84,31.23,49.21,72.43,74.02,68.92,63.91,79.34,82.05,135.66,224.25,261.35,398.78,618.39,818.18,771.94,610.65,612.12,430.61,181.51,143.76,37.74,.,.
JPN,2000,1,short,3,7,76560.75,67.4,44.48,19.15,43.21,87.58,182.63,311.37,448.59,593.34,927.95,1760.18,3223.29,4103.22,5638.45,7905.39,10310.12,10670.38,11380.22,18843.82,11029.35,7814.48,5967.72,1846.76,.,.
JPN,2000,1,short,3,8,64423.25,8.18,4.04,6.05,5.02,16.1,33.5,72.03,155.31,314.53,565.46,1309.03,2292.26,2905.33,3984.64,5962.87,8628.78,9886.94,11394.92,16878.26,10374.02,6504.24,5148.65,1355.59,.,.
JPN,2000,1,short,3,9,6542.09,1.02,0,1.01,1,3.06,5.07,10.14,19.32,35.61,58.75,117.48,210.27,269.62,445.24,668.8,1081.98,1278.49,1140.41,1194.82,825.56,369.25,300.62,68.63,.,.
JPN,2000,1,short,3,10,49326.08,58.2,66.7,18.14,24.12,22.14,28.4,23.32,46.67,85.46,121.53,224.63,454.6,787.1,1460.13,2744.17,5273.65,7283.46,10253.13,20350.55,11191.74,9158.8,6902.68,2256.13,.,.
JPN,2000,1,short,3,11,28208.52,37.79,37.39,21.15,15.07,14.08,42.59,54.74,55.79,57.98,96.19,155.79,340.35,540.81,1101.42,2298.28,4167.14,5124.65,5882.38,8164.92,5045.77,3119.15,2413.32,705.84,.,.
JPN,2000,1,short,3,12,22074.44,54.11,9.1,7.05,8.04,11.07,22.33,56.8,123.81,255.48,502.65,1084.39,1856.77,2193.11,2557.31,2817.43,2731.28,2378.57,2296.55,3108.61,1880.9,1227.71,944.91,282.8,.,.
JPN,2000,1,short,3,13,1756.56,4.08,1.01,1.01,1,4.02,7.1,4.05,4.06,16.27,27.33,30.35,57.56,100.88,140.93,210.1,320.59,291.22,240.79,294.21,157.98,136.23,101.92,34.31,.,.
JPN,2000,1,short,3,14,10191.52,12.25,0,0,2.01,4.02,0,12.17,17.24,30.52,54.68,116.35,204.03,302.7,457.12,822.47,1230.36,1546.06,1885.03,3494.51,2014.85,1479.66,1169.64,310.01,.,.
JPN,2000,1,short,3,15,2229.73,1538.18,162.66,35.25,25.11,29.17,28.39,26.35,21.3,15.26,12.15,21.24,34.33,27.24,31.21,45.24,44.22,46.35,31.5,54.59,36.14,18.45,15.02,3.43,.,.
JPN,2000,1,short,3,16,49950.64,169.75,259.12,176.35,197.95,1261.62,2188.83,2239.44,2149.49,2121.57,2367.06,3554.12,5084.35,5265.05,4486.92,4190.35,3959.02,3243.94,3148.81,3886.87,2455.77,1431.11,1140.08,291.02,.,.
JPN,2001,1,short,3,0,528768,1990.9,747.07,420.1,392.72,1665.95,2623.36,3294.93,3770.68,4765.64,6740.31,12215.59,25550.6,30213.82,40813.04,59743.13,77202.99,78549.73,72252.78,105814.65,63777.68,42036.96,32880.79,9156.17,.,.
JPN,2001,1,short,3,1,11088.59,67.41,36.45,11.14,12.1,14.12,17.27,27.41,46.67,70.28,149.43,294.88,567.11,621.77,909.28,1340.2,1759.01,1789.46,1551.24,1803.36,1184.56,618.81,480.49,138.31,.,.
JPN,2001,1,short,3,2,188720.24,14.3,74.94,82.03,96.77,160.39,224.48,317.74,497.05,822.96,1584.67,3779.3,9552.72,12975.93,18905.03,29114.33,35316,30597.19,22084.44,22519.96,15367.77,7152.19,5944.59,1207.6,.,.
JPN,2001,1,short,3,3,1681.98,15.32,10.12,5.06,1.01,8.07,8.13,12.18,20.29,11.2,24.39,31.41,57.61,78.71,121.81,153.91,224.22,239.87,269.96,388.72,228.79,159.92,126.51,33.41,.,.
JPN,2001,1,short,3,4,8778.21,30.64,10.12,4.05,5.04,12.1,13.22,27.47,50.79,77.51,112.95,243.77,552.71,648.75,822.33,1157.75,1255.81,1167.48,1131.93,1453.78,871.25,582.54,443.85,138.69,.,.
JPN,2001,1,short,3,5,1665.44,0,0,0,1.01,3.04,9.16,20.33,24.43,25.51,44.76,47.75,97.17,79.8,91.72,104.77,136.81,164.33,230.4,584.45,285.48,298.97,224.08,74.89,.,.
JPN,2001,1,short,3,6,5470.37,31.66,55.69,23.29,25.2,66.59,69.17,78.2,80.25,59.07,74.19,134.86,279.1,290.75,433.23,651.25,872.92,893.19,681.06,670.7,451.44,219.26,181.23,38.02,.,.
JPN,2001,1,short,3,7,77087,69.45,43.54,29.37,39.32,92.83,175.79,301.65,438.46,648.1,906.13,1680.68,3434.19,4001.47,5581.33,7793.88,10343.35,11238.54,11280.59,18988.31,10884.8,8103.51,6203.96,1899.55,.,.
JPN,2001,1,short,3,8,64459.58,10.22,9.12,8.12,8.07,23.21,34.56,72.12,172.57,338.44,599.18,1207.68,2436.76,2698.67,3767.96,5799.95,8695.08,10302.02,10979.95,17295.9,10368.37,6927.53,5513.31,1414.22,.,.
JPN,2001,1,short,3,9,7095.66,1.02,1.01,0,1.01,4.03,10.17,15.26,15.21,41.78,76.28,113.49,272.92,296.75,447.08,717.3,1109.19,1376.91,1214.92,1381.32,936.9,444.43,375.28,69.15,.,.
JPN,2001,1,short,3,10,48031.31,48.07,63.8,18.23,13.11,21.19,28.46,31.48,56.82,75.39,91.51,181.42,444.93,749.1,1292.09,2575.89,4897.05,7278.55,9677.62,20486.59,11053.84,9432.75,7089.79,2342.95,.,.
