country,year,sex,list,agf,cause,m0,m1,m5,m10,m15,m20,m25,m30,m35,m40,m45,m50,m55,m60,m65,m70,m75,m80,m85p,m85,m90p,m90,m95p,m95,m100p
JPN,2003,3,short,3,2,34,24,29,27,34,44,61,110,203,401,772,1445,2307,3445,5426,8281,11218,14959,22146,20320,25620,25107,27666,.,.
JPN,2003,3,short,3,3,24,4,1,1,3,2,3,3,3,5,6,9,13,24,41,76,129,228,539,402,798,720,1110,.,.
JPN,2003,3,short,3,4,33,5,1,2,4,3,5,10,14,23,36,64,97,147,233,359,556,965,2126,1667,3000,2708,4164,.,.
JPN,2003,3,short,3,5,0,0,0,0,2,3,3,4,6,9,10,11,13,15,21,26,71,194,987,553,1811,1405,3433,.,.
JPN,2003,3,short,3,6,34,27,6,6,14,13,15,11,16,18,23,35,52,85,144,252,403,588,898,813,1059,1018,1222,.,.
JPN,2003,3,short,3,7,120,18,6,10,22,30,40,63,102,164,254,431,637,943,1521,2684,4851,9349,27524,19585,42636,36552,66917,.,.
JPN,2003,3,short,3,8,10,1,2,3,4,9,13,24,59,112,195,324,456,678,1142,2077,4057,8115,21710,16114,32360,28742,46796,.,.
JPN,2003,3,short,3,9,0,1,0,1,1,1,1,5,5,10,22,30,51,80,133,256,501,885,1721,1461,2215,2011,3029,.,.
JPN,2003,3,short,3,10,77,26,8,4,6,6,7,9,13,20,33,65,108,223,477,1152,2722,6290,21694,14481,35425,29661,58424,.,.
JPN,2003,3,short,3,11,53,11,2,3,4,5,8,11,14,16,25,47,86,179,385,892,1827,3410,8149,6210,11839,10382,17652,.,.
JPN,2003,3,short,3,12,63,4,3,2,3,3,7,18,38,80,135,214,270,374,495,711,1060,1835,4551,3391,6760,5913,10142,.,.
JPN,2003,3,short,3,13,0,2,1,1,1,1,2,4,5,6,10,16,25,45,70,129,176,255,521,370,807,649,1439,.,.
JPN,2003,3,short,3,14,10,1,0,0,2,2,2,7,5,8,13,29,50,86,162,339,722,1513,4687,3309,7310,6428,10831,.,.
JPN,2003,3,short,3,15,2231,49,5,4,6,5,4,3,3,3,3,5,6,8,9,15,23,31,66,59,78,78,81,.,.
JPN,2003,3,short,3,16,186,64,44,41,200,303,338,354,378,452,526,636,734,737,827,1020,1381,2126,4144,3319,5715,5122,8079,.,.
JPN,2004,3,short,3,0,2822,252,103,98,286,441,488,629,881,1304,2076,3326,4903,7187,11083,18142,30017,50613,121608,90868,176595,154264,261320,.,.
JPN,2004,3,short,3,1,93,17,4,2,3,4,4,7,12,22,38,68,100,151,275,486,785,1155,2089,1799,2609,2421,3320,.,.
JPN,2004,3,short,3,2,35,29,25,24,36,38,63,112,225,387,766,1466,2317,3527,5377,8175,11443,14997,22275,20246,25903,25191,28608,.,.
JPN,2004,3,short,3,3,16,3,1,1,1,1,2,4,4,6,8,11,14,21,39,69,121,226,559,398,847,736,1266,.,.
JPN,2004,3,short,3,4,41,6,2,1,2,4,4,7,14,22,34,61,93,144,229,345,544,925,2084,1591,2967,2662,4126,.,.
JPN,2004,3,short,3,5,0,0,0,0,1,3,2,4,7,10,9,11,12,16,15,30,54,187,1013,560,1824,1348,3629,.,.
JPN,2004,3,short,3,6,44,18,7,8,12,12,14,14,13,17,22,38,56,86,144,250,427,626,1003,919,1153,1071,1461,.,.
JPN,2004,3,short,3,7,128,15,5,7,17,29,38,69,104,163,265,405,591,931,1473,2528,4621,9068,26834,18476,41785,35191,66805,.,.
JPN,2004,3,short,3,8,12,1,2,3,3,7,11,26,55,109,196,300,443,637,1078,1949,3758,7436,20740,15137,30763,26872,45524,.,.
JPN,2004,3,short,3,9,2,0,0,0,1,1,2,3,7,14,24,33,53,87,144,277,497,947,1786,1508,2283,2096,2994,.,.
JPN,2004,3,short,3,10,62,23,6,4,5,7,6,9,13,15,30,56,103,216,442,1050,2613,6005,21030,13648,34235,28542,55834,.,.
JPN,2004,3,short,3,11,63,11,2,3,6,6,8,10,13,15,25,44,82,175,369,847,1787,3367,8300,6218,12025,10310,18533,.,.
JPN,2004,3,short,3,12,50,5,2,2,1,5,7,13,37,79,127,201,264,365,496,699,1079,1792,4660,3418,6880,6042,10057,.,.
JPN,2004,3,short,3,13,2,1,1,1,1,1,2,3,3,5,10,15,25,44,70,121,193,244,532,382,799,630,1441,.,.
JPN,2004,3,short,3,14,8,1,1,0,0,1,2,6,5,8,16,32,49,85,161,328,702,1518,4642,3257,7119,6240,10455,.,.
JPN,2004,3,short,3,15,2086,51,5,6,6,5,5,4,3,6,5,6,6,8,10,15,24,39,64,66,60,63,47,.,.
JPN,2004,3,short,3,16,180,72,42,36,190,318,318,338,366,426,499,581,694,696,761,975,1370,2079,3997,3244,5344,4849,7222,.,.
JPN,2005,3,short,3,0,2752,253,111,99,275,468,511,624,870,1307,2058,3267,4934,7298,10906,18324,30497,51901,125528,92317,183814,159453,272082,.,.
JPN,2005,3,short,3,1,113,14,3,2,4,5,4,7,10,22,37,73,111,156,260,499,808,1287,2279,1935,2882,2628,3803,.,.
JPN,2005,3,short,3,2,47,29,26,22,31,45,59,112,207,382,728,1372,2284,3533,5187,8070,11367,15122,22274,20285,25765,25028,28436,.,.
JPN,2005,3,short,3,3,19,4,1,0,1,3,2,2,3,4,5,9,14,24,39,68,125,225,552,400,817,692,1270,.,.
JPN,2005,3,short,3,4,39,5,1,2,2,4,5,9,14,24,38,61,98,149,226,364,578,993,2229,1670,3211,2838,4564,.,.
JPN,2005,3,short,3,5,0,0,0,0,1,3,4,5,6,7,10,12,14,16,19,28,70,173,1047,545,1928,1474,3573,.,.
JPN,2005,3,short,3,6,32,25,8,7,10,17,12,12,12,15,25,39,57,96,158,274,453,693,1002,883,1211,1148,1440,.,.
JPN,2005,3,short,3,7,134,13,6,8,17,28,40,59,103,165,262,417,636,974,1512,2624,4823,9371,28100,18952,44154,37267,69105,.,.
JPN,2005,3,short,3,8,7,1,2,2,3,7,14,23,60,109,194,302,446,645,1029,1930,3724,7437,20386,14623,30501,26538,44861,.,.
JPN,2005,3,short,3,9,3,1,0,0,1,2,2,4,6,12,24,36,55,89,155,285,524,922,1890,1563,2463,2263,3190,.,.
JPN,2005,3,short,3,10,60,27,6,6,5,6,8,8,15,20,34,65,114,240,469,1142,2759,6384,22924,14684,37386,30633,61855,.,.
JPN,2005,3,short,3,11,82,11,3,3,4,5,7,9,12,16,27,48,77,176,381,851,1860,3449,8608,6369,12536,10723,19103,.,.
JPN,2005,3,short,3,12,63,5,2,3,3,4,8,15,37,75,133,199,269,365,485,720,1093,1838,4626,3314,6930,5975,10391,.,.
JPN,2005,3,short,3,13,1,2,0,1,2,1,1,4,3,6,9,17,29,45,72,120,181,276,529,394,767,643,1217,.,.
JPN,2005,3,short,3,14,5,3,1,0,2,1,3,5,8,9,16,31,51,82,170,340,710,1584,4920,3366,7647,6515,11748,.,.
JPN,2005,3,short,3,15,1946,51,8,4,6,5,5,6,4,4,5,5,5,9,11,16,22,35,72,63,86,86,86,.,.
JPN,2005,3,short,3,16,202,63,45,37,183,331,339,344,370,436,510,581,674,698,733,992,1400,2111,4090,3270,5530,5002,7441,.,.
JPN,2006,3,short,3,0,2690,244,104,96,280,447,503,594,828,1279,2013,3136,4801,7103,10545,17372,29587,49980,121512,88266,179337,154895,263793,.,.
JPN,2006,3,short,3,1,102,18,4,3,2,4,4,7,13,23,40,64,99,155,263,468,801,1257,2345,1902,3115,2812,4161,.,.
JPN,2006,3,short,3,2,43,25,24,26,35,42,65,107,200,379,725,1348,2248,3475,5063,7783,11302,14942,22125,19804,26162,25335,29018,.,.
JPN,2006,3,short,3,3,21,4,0,1,2,1,2,2,2,4,6,10,13,21,38,68,125,207,537,409,761,659,1114,.,.
JPN,2006,3,short,3,4,34,4,2,1,3,2,4,6,15,24,38,62,98,150,224,348,555,932,2126,1571,3091,2706,4420,.,.
JPN,2006,3,short,3,5,0,0,0,1,1,1,1,4,6,7,8,11,14,18,22,34,76,212,1118,569,2074,1531,3951,.,.
JPN,2006,3,short,3,6,35,20,11,6,11,14,13,16,14,16,28,41,61,96,159,269,486,736,1181,1047,1414,1323,1732,.,.
JPN,2006,3,short,3,7,74,17,5,7,14,25,37,59,93,164,266,391,614,937,1413,2448,4595,9020,27458,18246,43480,36043,69178,.,.
JPN,2006,3,short,3,8,9,2,2,4,5,5,11,25,50,104,193,294,432,632,948,1766,3471,6765,18948,13462,28490,24768,41351,.,.
JPN,2006,3,short,3,9,0,1,0,0,1,1,2,4,7,12,20,34,55,88,141,266,499,914,1875,1551,2440,2229,3168,.,.
JPN,2006,3,short,3,10,60,22,6,2,3,7,5,9,12,18,26,62,107,222,461,1059,2602,6032,21756,13702,35764,29302,58092,.,.
JPN,2006,3,short,3,11,81,11,2,1,4,6,5,9,10,14,22,41,76,157,338,779,1729,3258,7975,5825,11714,10185,16994,.,.
JPN,2006,3,short,3,12,72,5,2,1,4,3,7,18,35,75,132,190,258,353,476,679,1099,1802,4669,3328,7002,5942,10665,.,.
JPN,2006,3,short,3,13,2,1,1,0,2,1,1,4,4,7,11,17,25,45,74,118,192,268,553,400,821,656,1391,.,.
JPN,2006,3,short,3,14,10,3,1,1,1,2,3,5,8,8,14,30,52,84,174,332,678,1550,4937,3346,7705,6668,11290,.,.
JPN,2006,3,short,3,15,1963,47,8,6,5,6,5,5,3,3,4,6,7,6,10,13,22,43,74,57,105,93,146,.,.
JPN,2006,3,short,3,16,184,64,36,35,188,325,337,314,356,420,480,536,642,664,740,940,1353,2041,3832,3047,5199,4642,7121,.,.
JPN,2007,3,short,3,0,2608,227,95,90,259,437,478,585,836,1254,1967,3045,4748,7005,10301,16989,29009,49857,120337,86746,178787,153054,263166,.,.
JPN,2007,3,short,3,1,91,17,4,3,3,5,4,7,12,21,37,59,98,148,242,444,800,1257,2379,1946,3134,2780,4294,.,.
JPN,2007,3,short,3,2,48,24,21,21,29,40,54,105,195,360,685,1308,2266,3481,4987,7608,11170,15190,22093,19893,25923,25177,28367,.,.
JPN,2007,3,short,3,3,23,2,1,1,1,2,3,2,3,4,6,10,14,19,34,66,112,201,510,361,769,683,1052,.,.
JPN,2007,3,short,3,4,35,6,2,2,3,4,5,9,11,23,38,59,96,147,212,343,555,935,2216,1599,3291,2898,4579,.,.
JPN,2007,3,short,3,5,0,0,0,0,0,1,3,3,6,7,8,10,14,16,20,34,77,224,1256,654,2304,1659,4418,.,.
JPN,2007,3,short,3,6,31,18,7,9,12,15,14,13,12,21,26,40,66,101,159,286,504,783,1234,1078,1506,1383,1910,.,.
JPN,2007,3,short,3,7,77,15,5,6,14,25,38,58,95,163,245,376,587,896,1360,2378,4421,8794,27324,17939,43654,35965,68866,.,.
JPN,2007,3,short,3,8,8,0,2,2,3,7,11,28,56,110,194,283,401,601,911,1681,3279,6471,18079,12544,27710,23540,41382,.,.
JPN,2007,3,short,3,9,1,0,0,0,1,1,2,4,10,16,25,38,60,90,150,255,512,939,1917,1525,2601,2378,3330,.,.
JPN,2007,3,short,3,10,64,25,8,3,5,6,6,8,13,16,30,57,113,214,447,1036,2569,5995,21166,13195,35037,28345,56978,.,.
JPN,2007,3,short,3,11,69,11,3,2,4,7,7,7,10,13,25,41,75,162,337,757,1685,3347,8104,5892,11952,10171,17794,.,.
JPN,2007,3,short,3,12,62,6,3,2,3,3,5,18,33,68,131,189,258,337,458,688,1064,1810,4600,3264,6924,5857,10425,.,.
JPN,2007,3,short,3,13,0,1,1,0,1,1,2,3,3,7,10,15,26,42,74,112,202,284,542,389,809,648,1338,.,.
JPN,2007,3,short,3,14,7,2,0,1,0,1,3,3,7,8,12,26,49,82,154,325,703,1569,4949,3364,7708,6627,11252,.,.
JPN,2007,3,short,3,15,1928,46,7,5,6,5,5,4,4,4,4,5,6,8,10,15,25,33,68,58,85,88,76,.,.
JPN,2007,3,short,3,16,165,54,32,33,172,316,319,313,368,413,490,530,620,660,746,961,1331,2024,3898,3045,5381,4856,7104,.,.
JPN,2008,3,short,3,0,2585,221,97,87,267,439,487,592,816,1222,1912,2987,4645,6853,10132,16670,28790,50248,121022,86355,182097,154110,269704,.,.
JPN,2008,3,short,3,1,89,17,4,2,4,3,5,7,11,20,32,55,88,146,235,439,790,1278,2388,1910,3230,2923,4191,.,.
JPN,2008,3,short,3,2,45,28,25,22,33,36,58,102,192,350,681,1274,2216,3406,4950,7489,11081,15430,22005,19645,26163,25228,29089,.,.
JPN,2008,3,short,3,3,26,3,1,1,2,2,0,3,3,4,4,7,12,19,33,60,112,200,481,341,726,587,1162,.,.
JPN,2008,3,short,3,4,36,5,1,1,3,4,6,7,12,21,33,55,90,138,204,354,572,968,2269,1642,3374,2882,4913,.,.
JPN,2008,3,short,3,5,0,0,0,0,1,1,3,3,6,8,9,12,13,18,22,36,86,232,1396,684,2649,1873,5081,.,.
JPN,2008,3,short,3,6,38,18,6,7,11,15,12,15,15,20,27,37,63,94,160,287,523,863,1424,1230,1767,1618,2233,.,.
JPN,2008,3,short,3,7,71,13,7,4,13,20,34,53,89,161,237,385,602,897,1349,2321,4398,8782,27664,17785,45068,36298,72522,.,.
JPN,2008,3,short,3,8,4,2,3,2,5,7,12,23,53,108,180,288,391,581,861,1608,3149,6233,17609,12170,27190,23038,40186,.,.
JPN,2008,3,short,3,9,1,0,0,1,1,2,3,4,7,16,23,35,62,96,146,270,516,966,1994,1625,2644,2452,3244,.,.
JPN,2008,3,short,3,10,73,22,7,4,5,5,6,8,12,17,33,60,115,206,432,1023,2572,6090,21192,13123,35407,28352,57492,.,.
JPN,2008,3,short,3,11,69,10,3,2,5,4,5,6,9,15,23,38,76,153,342,747,1685,3438,8428,6039,12635,10647,18856,.,.
JPN,2008,3,short,3,12,62,4,1,2,2,5,6,16,34,69,134,182,244,331,440,676,1063,1822,4574,3235,6935,5949,10018,.,.
JPN,2008,3,short,3,13,4,1,1,1,1,1,3,3,4,7,12,19,23,36,64,116,197,299,621,466,896,697,1516,.,.
JPN,2008,3,short,3,14,10,2,1,0,1,1,2,4,5,8,13,25,49,84,160,320,713,1586,5041,3417,7901,6692,11687,.,.
JPN,2008,3,short,3,15,1866,45,6,3,6,5,5,5,3,3,4,4,6,7,9,9,21,34,64,57,76,66,108,.,.
JPN,2008,3,short,3,16,190,50,29,36,172,327,326,335,361,395,467,510,594,640,725,914,1312,2027,3873,2985,5436,4808,7404,.,.
JPN,2009,3,short,3,0,2391,213,94,82,245,451,488,575,814,1230,1890,2945,4505,6617,9918,15844,27513,48490,117053,83648,177595,149241,261503,.,.
JPN,2009,3,short,3,1,93,18,3,3,3,3,4,5,10,19,32,60,93,134,224,409,762,1257,2376,1939,3169,2823,4194,.,.
JPN,2009,3,short,3,2,38,26,25,22,27,39,54,101,190,349,647,1226,2114,3310,4899,7145,10752,15177,21990,19619,26287,25187,29543,.,.
JPN,2009,3,short,3,3,18,4,1,1,1,1,1,2,2,3,4,7,12,17,34,61,100,195,472,332,725,587,1135,.,.
JPN,2009,3,short,3,4,32,6,1,2,1,3,4,7,11,21,34,55,93,132,188,315,524,922,2179,1555,3310,2832,4725,.,.
JPN,2009,3,short,3,5,0,0,0,0,1,2,3,3,5,6,10,12,13,19,22,36,91,258,1433,711,2740,1927,5145,.,.
JPN,2009,3,short,3,6,41,16,7,6,10,14,12,13,14,17,26,37,59,91,166,287,524,861,1486,1248,1917,1770,2352,.,.
JPN,2009,3,short,3,7,85,16,7,5,12,27,31,52,88,159,255,387,571,844,1281,2157,4097,8349,26863,17226,44327,35477,70517,.,.
JPN,2009,3,short,3,8,5,2,1,2,6,6,12,21,51,105,179,271,383,554,828,1482,2956,5760,16156,11136,25255,21103,37541,.,.
JPN,2009,3,short,3,9,2,0,0,0,0,1,2,4,10,15,24,39,61,99,156,273,504,973,2002,1561,2802,2550,3547,.,.
JPN,2009,3,short,3,10,54,17,9,6,3,4,8,8,11,19,30,52,106,197,408,962,2338,5737,19764,12368,33169,26387,53240,.,.
JPN,2009,3,short,3,11,52,8,2,2,3,6,5,7,11,16,23,36,77,145,336,739,1669,3448,8434,6067,12726,10756,18554,.,.
JPN,2009,3,short,3,12,61,7,1,1,3,4,7,14,32,73,130,177,243,326,440,646,1025,1769,4516,3214,6875,5809,10029,.,.
JPN,2009,3,short,3,13,2,1,1,0,0,1,2,3,4,6,8,16,28,40,69,117,179,285,583,423,873,710,1354,.,.
JPN,2009,3,short,3,14,12,3,1,0,1,2,3,5,7,10,12,23,47,78,159,325,696,1514,4950,3281,7976,6553,12189,.,.
JPN,2009,3,short,3,15,1746,46,5,4,4,5,5,4,4,5,3,5,4,6,8,12,21,33,63,52,84,72,118,.,.
JPN,2009,3,short,3,16,149,43,31,28,167,334,336,326,363,407,472,542,600,625,701,879,1276,1953,3786,2917,5360,4698,7320,.,.
JPN,2010,3,short,3,0,2336,221,86,94,237,434,480,586,784,1176,1855,2892,4482,6690,10088,15803,27482,49168,120642,85899,183469,152586,274282,.,.
JPN,2010,3,short,3,1,83,23,4,3,4,4,3,7,11,16,31,56,91,137,224,385,752,1253,2482,2003,3348,2955,4504,.,.
JPN,2010,3,short,3,2,29,25,24,24,28,39,58,100,179,343,635,1194,2111,3346,4977,7122,10643,15276,22516,20125,26838,25615,30436,.,.
JPN,2010,3,short,3,3,18,3,0,2,1,1,1,2,3,3,6,6,14,18,32,58,111,201,490,346,750,634,1091,.,.
JPN,2010,3,short,3,4,34,6,1,2,1,3,5,8,12,23,36,54,90,133,191,318,531,929,2294,1609,3534,2992,5129,.,.
JPN,2010,3,short,3,5,0,0,0,0,1,1,3,4,4,7,10,13,15,16,23,39,93,272,1614,789,3106,2162,5883,.,.
JPN,2010,3,short,3,6,41,18,5,6,10,12,11,13,16,18,27,40,63,100,169,309,551,966,1723,1433,2249,2034,2884,.,.
JPN,2010,3,short,3,7,71,14,5,7,11,19,30,50,86,139,239,369,567,866,1313,2147,4165,8466,27533,17384,45886,36348,73934,.,.
JPN,2010,3,short,3,8,6,2,1,3,3,6,13,24,50,101,170,263,372,535,817,1417,2812,5685,15918,10873,25042,20924,37151,.,.
JPN,2010,3,short,3,9,2,1,0,0,1,1,3,5,7,13,27,39,64,110,173,283,530,991,2182,1737,2986,2614,4077,.,.
JPN,2010,3,short,3,10,54,22,6,3,4,6,7,10,12,21,27,56,108,201,409,961,2323,5785,20226,12685,33862,26471,55595,.,.
JPN,2010,3,short,3,11,46,9,1,2,4,3,4,6,10,14,20,39,80,155,346,763,1716,3607,9234,6597,14003,11546,21227,.,.
JPN,2010,3,short,3,12,67,5,3,1,1,4,6,15,31,65,126,182,252,322,441,643,1025,1748,4596,3257,7017,5880,10359,.,.
JPN,2010,3,short,3,13,2,0,0,0,2,1,1,3,4,6,10,16,22,40,75,121,198,316,620,465,900,715,1444,.,.
JPN,2010,3,short,3,14,10,2,1,1,1,2,2,5,6,6,14,24,48,83,159,327,688,1581,5068,3388,8105,6668,12330,.,.
JPN,2010,3,short,3,15,1722,44,5,4,5,6,6,4,5,6,5,6,7,8,11,10,21,34,59,46,83,74,110,.,.
JPN,2010,3,short,3,16,151,48,28,36,159,325,326,331,349,394,472,535,578,622,729,899,1322,2055,4086,3160,5761,4956,8127,.,.
JPN,2011,3,short,3,0,2355,278,139,125,293,481,526,620,836,1249,1908,2974,4509,6908,10373,15984,27550,49558,121584,86768,184813,153255,278292,.,.
JPN,2011,3,short,3,1,96,17,5,2,2,3,4,5,8,17,31,57,88,138,213,379,727,1257,2500,2035,3345,3010,4337,.,.
JPN,2011,3,short,3,2,32,24,25,24,31,39,52,101,184,336,617,1154,2051,3387,5012,7032,10467,15057,22260,19912,26525,25188,30485,.,.
JPN,2011,3,short,3,3,19,3,1,1,1,2,1,1,2,3,6,8,12,20,33,60,102,186,484,352,722,620,1023,.,.
JPN,2011,3,short,3,4,18,4,2,2,1,3,4,7,13,22,35,55,85,137,194,307,524,904,2310,1622,3558,2951,5354,.,.
JPN,2011,3,short,3,5,0,0,0,0,1,2,3,5,4,6,9,13,16,21,24,41,110,313,1832,911,3504,2446,6636,.,.
JPN,2011,3,short,3,6,36,20,7,6,12,13,12,12,13,18,31,41,63,104,182,312,615,1069,2011,1660,2648,2381,3438,.,.
JPN,2011,3,short,3,7,62,14,5,5,13,23,31,51,80,151,242,387,552,871,1327,2131,4053,8424,27504,17376,45899,36009,75196,.,.
JPN,2011,3,short,3,8,6,2,1,3,2,5,9,20,51,100,166,252,343,521,802,1385,2675,5517,15575,10581,24644,20339,37399,.,.
JPN,2011,3,short,3,9,2,0,0,0,1,1,2,4,9,15,26,44,65,113,174,273,509,978,2217,1719,3120,2772,4149,.,.
JPN,2011,3,short,3,10,57,24,6,3,5,6,8,9,14,20,35,59,118,217,443,975,2363,5829,20308,12794,33953,26816,55092,.,.
JPN,2011,3,short,3,11,76,8,3,3,3,4,6,7,8,13,24,37,78,160,366,775,1747,3669,9581,6873,14498,11944,22066,.,.
JPN,2011,3,short,3,12,58,8,3,2,3,2,6,12,29,65,118,179,250,316,440,635,1011,1817,4620,3247,7113,5864,10814,.,.
JPN,2011,3,short,3,13,5,1,0,1,0,1,2,4,4,6,11,14,27,40,71,111,195,323,672,498,988,818,1493,.,.
JPN,2011,3,short,3,14,5,1,1,1,1,1,2,4,6,7,10,26,48,92,164,331,717,1593,5129,3469,8143,6717,12365,.,.
JPN,2011,3,short,3,15,1652,46,6,5,5,3,5,5,3,3,5,5,6,8,10,11,19,34,63,50,85,73,120,.,.
JPN,2011,3,short,3,16,230,104,73,68,211,372,380,375,407,468,542,641,706,762,919,1226,1718,2589,4521,3669,6069,5306,8326,.,.
JPN,2012,3,short,3,0,2221,209,92,87,230,409,465,528,730,1121,1726,2745,4164,6560,9937,15215,26507,48455,121287,86529,184461,152392,281030,.,.
JPN,2012,3,short,3,1,96,21,5,2,3,2,4,6,9,16,25,46,81,135,201,375,708,1241,2556,2025,3522,3111,4757,.,.
JPN,2012,3,short,3,2,37,29,22,21,31,34,54,97,179,345,601,1137,1975,3317,4945,6893,10226,15030,22580,20223,26864,25577,30740,.,.
JPN,2012,3,short,3,3,9,4,1,1,1,1,1,1,2,3,5,8,11,23,32,55,102,190,480,343,729,631,1024,.,.
JPN,2012,3,short,3,4,18,5,2,1,2,3,4,6,14,21,33,52,83,127,190,291,511,915,2253,1596,3447,2887,5136,.,.
JPN,2012,3,short,3,5,0,0,0,0,1,1,3,3,5,8,9,12,14,18,26,47,115,345,2042,1018,3904,2686,7571,.,.
JPN,2012,3,short,3,6,50,16,8,8,9,14,13,13,12,18,23,41,68,107,187,315,632,1152,2341,1872,3194,2874,4159,.,.
JPN,2012,3,short,3,7,64,15,5,5,10,20,29,48,81,147,238,371,547,867,1318,2078,3999,8248,27502,17259,46120,36126,76216,.,.
JPN,2012,3,short,3,8,7,1,1,3,4,5,9,21,47,91,150,234,338,495,772,1277,2544,5195,15045,10239,23780,19482,36722,.,.
JPN,2012,3,short,3,9,2,0,0,0,0,1,3,4,9,16,26,43,69,109,168,269,488,972,2198,1756,3001,2701,3905,.,.
JPN,2012,3,short,3,10,63,18,9,4,4,6,7,8,11,15,30,55,104,213,421,936,2271,5587,19742,12621,32684,25514,54273,.,.
JPN,2012,3,short,3,11,66,7,3,2,3,5,4,6,8,13,20,40,77,164,357,785,1715,3774,9844,7062,14901,12232,22938,.,.
JPN,2012,3,short,3,12,65,6,1,2,1,4,8,12,31,62,120,178,230,313,420,603,979,1809,4668,3285,7182,5953,10883,.,.
JPN,2012,3,short,3,13,2,2,0,0,1,1,1,3,3,6,9,17,24,37,65,107,194,326,673,480,1025,818,1649,.,.
JPN,2012,3,short,3,14,5,1,1,0,1,2,1,4,5,7,13,25,48,92,162,315,704,1587,5178,3499,8228,6790,12560,.,.
JPN,2012,3,short,3,15,1597,50,7,2,5,4,5,4,5,4,5,4,5,8,8,11,20,27,61,52,78,77,83,.,.
JPN,2012,3,short,3,16,138,36,26,35,154,306,319,293,309,349,417,481,490,536,665,859,1299,2057,4122,3198,5801,4934,8415,.,.
JPN,2013,3,short,3,0,2134,186,85,81,213,406,431,521,716,1070,1713,2696,4063,6456,9627,14875,25679,47371,119480,85724,180378,148868,277539,.,.
JPN,2013,3,short,3,1,79,13,5,2,2,3,3,5,8,15,27,47,74,122,191,340,642,1193,2436,1977,3263,2944,4248,.,.
JPN,2013,3,short,3,2,31,26,27,20,29,35,51,93,178,325,602,1126,1930,3305,4865,6833,10087,14858,22677,20484,26633,25210,31024,.,.
JPN,2013,3,short,3,3,15,3,1,1,1,1,1,2,2,3,5,7,10,19,28,52,106,195,484,344,736,635,1048,.,.
JPN,2013,3,short,3,4,33,3,2,2,1,4,4,6,11,18,33,48,71,127,180,263,481,866,2170,1538,3310,2788,4921,.,.
JPN,2013,3,short,3,5,0,1,0,0,1,2,1,4,5,6,7,11,12,22,29,49,119,381,2213,1081,4255,3044,7988,.,.
JPN,2013,3,short,3,6,41,18,5,6,9,12,12,14,14,16,26,42,70,108,185,343,670,1249,2626,2064,3639,3132,5201,.,.
JPN,2013,3,short,3,7,67,13,4,4,9,20,28,46,77,139,234,361,534,836,1245,1999,3717,7977,26765,16835,44679,34788,75178,.,.
JPN,2013,3,short,3,8,4,1,2,3,3,5,9,18,41,88,153,229,328,462,713,1191,2349,4956,14400,9878,22559,18533,34973,.,.
JPN,2013,3,short,3,9,1,0,0,0,1,1,3,3,9,17,32,42,70,105,169,260,467,935,2229,1734,3122,2776,4189,.,.
JPN,2013,3,short,3,10,53,19,5,2,3,5,8,7,11,17,28,55,100,217,408,909,2194,5376,18997,12178,31299,24489,52299,.,.
JPN,2013,3,short,3,11,60,10,2,2,3,4,4,6,8,12,21,40,82,169,347,769,1703,3752,10010,7309,14883,12259,22976,.,.
JPN,2013,3,short,3,12,67,5,2,1,2,5,6,12,28,62,114,179,237,306,400,587,989,1762,4636,3236,7161,5912,11012,.,.
JPN,2013,3,short,3,13,0,1,0,0,1,1,3,2,4,4,8,15,23,40,63,104,194,323,656,487,962,741,1645,.,.
JPN,2013,3,short,3,14,4,1,1,1,0,2,2,3,6,6,16,28,42,88,158,309,680,1557,5167,3475,8220,6878,12357,.,.
JPN,2013,3,short,3,15,1557,39,4,3,3,5,5,5,5,4,4,6,6,8,10,13,17,29,73,64,90,80,122,.,.
JPN,2013,3,short,3,16,122,33,25,32,144,302,292,294,308,338,403,461,474,523,635,856,1263,1963,3941,3039,5566,4660,8361,.,.
JPN,2014,3,short,3,0,2077,196,87,88,202,393,440,530,681,1049,1628,2585,3977,6275,9465,14724,25060,45583,116313,83416,175012,145732,268330,.,.
JPN,2014,3,short,3,1,66,17,4,2,1,3,3,7,8,14,24,45,75,123,189,319,618,1147,2381,1910,3222,2869,4345,.,.
JPN,2014,3,short,3,2,27,27,24,20,27,34,55,103,176,321,584,1060,1897,3175,4863,6889,9911,14578,22577,20381,26495,25274,30385,.,.
JPN,2014,3,short,3,3,11,3,1,1,1,1,1,1,3,2,3,6,10,17,29,47,86,181,469,323,730,622,1073,.,.
JPN,2014,3,short,3,4,24,4,2,1,1,5,4,6,11,19,30,49,74,117,172,253,463,821,2073,1447,3189,2668,4847,.,.
JPN,2014,3,short,3,5,0,0,0,1,1,1,2,4,5,7,8,11,13,21,26,57,130,383,2260,1114,4303,3008,8432,.,.
JPN,2014,3,short,3,6,42,16,7,7,9,11,15,13,13,18,26,44,58,116,183,339,675,1231,2849,2156,4084,3570,5723,.,.
JPN,2014,3,short,3,7,58,10,4,5,11,22,24,49,70,138,223,361,518,831,1199,1959,3664,7542,26061,16357,43376,34037,73141,.,.
JPN,2014,3,short,3,8,8,1,3,3,3,6,9,19,37,91,143,231,304,439,683,1145,2244,4610,13352,9079,20977,17381,32437,.,.
JPN,2014,3,short,3,9,1,1,0,0,1,1,2,4,7,17,28,43,75,105,175,266,472,923,2167,1649,3091,2743,4202,.,.
