country,year,sex,list,agf,cause,total,d0,d1,d5,d10,d15,d20,d25,d30,d35,d40,d45,d50,d55,d60,d65,d70,d75,d80,d85p,d85,d90p,d90,d95p,d95,d100p
RUS,1965,1,short,1,0,473781.78,41252.07,8377.18,6081.66,4734.51,7789.54,8427.67,19610.17,20126.89,27452.74,19279.17,17915.93,33439.33,39802.33,43570.57,41699.58,44901.33,38299.89,28330.05,22691.17,.,.,.,.,.,.
RUS,1965,1,short,1,1,27718.44,1831.55,1225.29,468.48,265.71,258.53,360.3,1331.57,1757.52,2820.33,2160.67,1836.57,3056.85,3173.75,2932.41,1874.86,1269.35,706.79,263.5,124.41,.,.,.,.,.,.
RUS,1965,1,short,1,2,87776.56,112.92,615.69,639.25,521.12,569.12,376.58,948.18,1377.52,3028.14,3167.65,4289.13,10222.36,13329.51,14540.76,12901.2,10624.67,6539.16,2792.86,1180.74,.,.,.,.,.,.
RUS,1965,1,short,1,3,632.41,98.35,56.42,40.23,43.88,37.42,27.16,32.33,21.81,31.75,25.05,11.65,37.05,39.02,32.86,34.09,25.65,27.46,5.19,5.03,.,.,.,.,.,.
RUS,1965,1,short,1,4,942.15,72.23,55.31,28.17,29.62,33.86,13.29,44.17,41.78,70.82,52.97,37.97,64.66,97.09,71.18,90.12,62.85,46.78,14.99,14.28,.,.,.,.,.,.
RUS,1965,1,short,1,5,1697.91,6.98,19.57,66.05,45.8,37.34,40.22,124.03,180.04,253.63,149.97,108.37,138.76,110.9,104.33,100.6,76.14,66.17,37.27,31.74,.,.,.,.,.,.
RUS,1965,1,short,1,6,5083.87,365.15,343.2,278.18,262.36,286.2,232.54,431.38,356.81,403.43,304.89,227.18,327.29,296.6,229.92,198.26,207.48,157.4,100.51,75.1,.,.,.,.,.,.
RUS,1965,1,short,1,7,98146.51,8.24,25.15,98.97,205.53,426.06,391.98,1014.74,1503.02,2822.31,2745.67,3046.89,6452.42,8345.26,10288.98,10914.21,14056.39,13919.79,11693.65,10187.25,.,.,.,.,.,.
RUS,1965,1,short,1,8,50016.54,10.32,3.25,4.44,10.19,28.03,53.44,165.36,304.64,618.93,734.01,933.32,2529.84,3864.07,5593.47,6594.52,8571.57,8094.64,6616.5,5286,.,.,.,.,.,.
RUS,1965,1,short,1,9,14651.26,5.88,5.11,7.41,1.02,11.67,19.96,63.46,102.39,226.93,218.73,239.27,555.85,784.6,1135.37,1356.81,2178.72,2425.83,2500.22,2812.03,.,.,.,.,.,.
RUS,1965,1,short,1,10,22705.77,11135.49,2344.43,355.98,173.75,136.26,79.09,155.45,206.56,386,370.95,428.44,807.98,1103.19,1106.02,1041.98,1082.88,834.84,559.13,397.36,.,.,.,.,.,.
RUS,1965,1,short,1,11,24085.21,105.58,83.74,35.72,38.47,37.09,71.36,159.66,248.56,534.34,564.23,745.49,1636.72,2513.84,3176.62,3288.63,3780.14,3197.73,2271.78,1595.49,.,.,.,.,.,.
RUS,1965,1,short,1,12,14585.32,2313.92,326.13,145.53,109.41,135.08,186.48,479,601.86,923.96,762.04,711.93,1272.63,1323.52,1275.9,1180.38,1156.72,833.99,534.52,312.32,.,.,.,.,.,.
RUS,1965,1,short,1,13,959.28,71.61,35.48,32.05,56.18,62.54,20.32,51.1,57.66,65.96,64.96,54.67,71.93,66.91,65.27,50.27,52.71,33.39,24.32,21.95,.,.,.,.,.,.
RUS,1965,1,short,1,14,5328.6,20.17,57.6,57.91,75.78,139.33,153.28,257.37,285,391.7,271.82,232.93,358.51,350.56,415.02,426.76,571.07,542.93,417.9,302.96,.,.,.,.,.,.
RUS,1965,1,short,1,15,25393.62,24135.32,591.38,257.49,156.34,100.87,28.75,26.74,26.67,10.22,6.6,6.12,6.64,7.36,4.52,4.97,7.34,6.91,6.15,3.23,.,.,.,.,.,.
RUS,1965,1,short,1,16,94058.33,958.36,2589.46,3565.79,2739.31,5490.15,6372.94,14325.63,13055.03,14864.26,7678.97,5006.03,5899.82,4396.15,2597.94,1641.93,1177.63,866.09,491.58,341.27,.,.,.,.,.,.
RUS,1966,1,short,1,0,484483.54,38516.65,7459,6375.06,4773.36,8613.56,7410.73,20771,20276.02,29951.14,22294.82,18764.73,31823.96,42155.1,45840.76,43329.91,44862.87,38824.57,29257.28,23183,.,.,.,.,.,.
RUS,1966,1,short,1,1,26328.45,1701.4,1093.26,419.94,209.93,230.69,287.48,1233.24,1575.77,2676.39,2369.51,1836.26,2617.47,3043.12,2798.84,1908.47,1258.63,663.64,277.84,126.57,.,.,.,.,.,.
RUS,1966,1,short,1,2,88755.07,112.2,596.2,655.78,487.13,628.26,368.55,966.48,1271.68,3231.03,3529.77,4193.88,9486.24,13727.3,14922.06,12961.55,10897.47,6517.01,2919.9,1282.57,.,.,.,.,.,.
RUS,1966,1,short,1,3,679.49,104.84,53.34,42.41,34.95,49.18,27.83,29.05,24.79,33.41,21.29,10.18,34.63,48.65,45.72,34.07,25.03,27.1,10.48,22.55,.,.,.,.,.,.
RUS,1966,1,short,1,4,891.21,63.38,69.14,22.23,28.63,20.79,21.04,41.61,39.77,63.01,64.62,49.14,62.78,85.23,86.33,67.59,48.94,32.82,12.15,12.01,.,.,.,.,.,.
RUS,1966,1,short,1,5,1835.38,9.18,24.26,73.89,52.29,47.03,31.88,127.86,197.41,304.65,209.61,119.61,158.52,112.61,99.56,67.18,61.08,50.22,36.17,52.36,.,.,.,.,.,.
RUS,1966,1,short,1,6,4498.64,381.82,282.18,278.15,249.23,324.19,164.17,332.25,278.39,350.29,308.68,195.36,265.53,297.88,229.8,174.06,145.63,108.56,65.77,66.7,.,.,.,.,.,.
RUS,1966,1,short,1,7,102287.33,5.27,22.86,72.9,200.64,398.3,304.52,1077.73,1580.75,3198.47,3271.75,3445.59,6211.58,9277.29,11284.25,11685.92,13844.53,13887.55,12021.52,10495.92,.,.,.,.,.,.
RUS,1966,1,short,1,8,53167.01,10.34,8.36,6.24,15.54,47.79,62.2,222.36,345.73,715.68,817.4,1054.32,2403.9,4270.92,5905.75,6953.33,8683.26,8782.16,7143.67,5718.06,.,.,.,.,.,.
RUS,1966,1,short,1,9,12739.49,6.81,6.02,0.85,3.92,17.39,14.55,46.56,86.63,185.27,189.21,202.96,466.82,684.41,992.18,1254.63,1826.23,2135.69,2271.44,2347.9,.,.,.,.,.,.
RUS,1966,1,short,1,10,20023.2,9933.79,1675.86,315.74,122.06,105.74,56.05,145.21,174.85,389.83,398.43,356.36,737.99,1010.74,1110.78,1010.89,970.96,726.56,466.85,314.5,.,.,.,.,.,.
RUS,1966,1,short,1,11,25315.28,137.66,91.23,41.16,32.23,47.72,50.06,181.89,254.3,576.32,629.1,744.93,1659.35,2640.66,3389.35,3566.46,3910.31,3293.63,2403.11,1665.81,.,.,.,.,.,.
RUS,1966,1,short,1,12,15058.2,2099.69,295.02,149.44,127.13,159.78,138.78,438.94,518.04,1026.6,863.08,745.25,1249.15,1495.81,1516.2,1289.16,1174.47,914.05,540.82,316.79,.,.,.,.,.,.
RUS,1966,1,short,1,13,907.66,65.45,14.46,37.04,52.32,63.31,24.19,40.77,42.68,65.91,58.67,41.22,57.06,93.32,74.09,51.06,45.04,48.44,18.75,13.88,.,.,.,.,.,.
RUS,1966,1,short,1,14,5665.4,26.17,50.82,72.98,81.98,141.62,130.91,310.22,251.77,381.46,266.71,213.84,359.19,383.27,382.14,494.36,594.7,678.85,493.81,350.61,.,.,.,.,.,.
RUS,1966,1,short,1,15,24035.29,22762.71,565.84,252.97,164.74,124.63,39.06,34.77,11.21,18.37,9.36,6.29,7.99,5.85,3.37,4,7.5,6.48,3.92,6.24,.,.,.,.,.,.
RUS,1966,1,short,1,16,102296.45,1095.92,2610.16,3933.31,2910.66,6207.14,5689.47,15542.02,13622.24,16734.45,9287.61,5549.57,6045.77,4978.05,3000.34,1807.19,1369.06,951.82,571.09,390.55,.,.,.,.,.,.
RUS,1967,1,short,1,0,503116.32,36310.79,6938.19,5828.23,4669.63,9331.64,7600.19,19938.5,21616.31,30715.55,27476.06,20224.49,30776.89,43631.94,49990.72,45280.68,46965.1,40234.59,31212.22,24374.52,.,.,.,.,.,.
RUS,1967,1,short,1,1,26232.85,1564.11,873.54,351.32,206.2,261.95,255.05,1056.37,1578.28,2528.16,2560,1843.93,2529.67,3111.3,2993.42,2086.34,1324.13,672.15,299.98,136.96,.,.,.,.,.,.
RUS,1967,1,short,1,2,90134.38,111.81,559.79,674.51,529.39,636.54,438.01,906.79,1302.45,3069.48,4250.61,4346.55,8933.09,13899.93,15815.34,13228.86,10868.98,6388.38,2966.69,1207.17,.,.,.,.,.,.
RUS,1967,1,short,1,3,643.96,94.47,47.8,29.17,31.54,43.57,33.93,33.56,19.77,39.91,28.73,30.54,36.3,42.88,41.99,28.39,31.67,16.88,8.11,4.77,.,.,.,.,.,.
RUS,1967,1,short,1,4,874.67,63.99,46.72,16.83,21.8,25.46,17.83,43.58,48.61,62.9,61.22,45.54,63.6,77.03,89.18,77.84,55.45,27.85,18.13,11.13,.,.,.,.,.,.
RUS,1967,1,short,1,5,1939.72,8.54,24.7,64.21,50.7,64.11,24.34,146.86,220.57,349.97,262.3,153.98,152.41,142.76,74.88,78.85,39.91,36.71,26.53,17.4,.,.,.,.,.,.
RUS,1967,1,short,1,6,4525.64,343.53,283.11,271.29,249.47,346.97,193.63,357.78,287.4,381.76,334.22,233.57,223.6,281.72,210.08,150.15,120.08,121.84,83.69,51.75,.,.,.,.,.,.
RUS,1967,1,short,1,7,108286,5.06,24.68,104.4,197.74,408.37,318.96,982.3,1622.6,3309.01,4031.31,3694.19,6266.04,9615.06,12291.46,12090,14798.72,14483.8,12908.31,11134.01,.,.,.,.,.,.
RUS,1967,1,short,1,8,56350.2,7.29,8.36,11.89,5.71,29.91,54.54,183.2,342.88,761.59,1098.83,1132.14,2349.5,4374.26,6630.28,7307.43,9221.42,9120.02,7695.1,6015.84,.,.,.,.,.,.
RUS,1967,1,short,1,9,9916.57,0.97,0.99,2.72,4.41,16.19,20.46,46.87,74.23,172.21,201.22,180.15,329.25,552.6,813.09,1006.1,1379.76,1636.28,1678.98,1800.1,.,.,.,.,.,.
RUS,1967,1,short,1,10,22094.8,9895.14,1799.55,370.66,195.67,156.46,104.45,169.45,230.75,471.05,527.28,479.72,755.57,1128.53,1332.72,1183.07,1187.71,988.13,652.19,466.68,.,.,.,.,.,.
RUS,1967,1,short,1,11,30617.81,135.56,103.26,46.96,55.3,67.35,53.85,182.19,272.4,627.76,808.95,835.34,1665.75,2825.85,4025.45,4232.04,4733.21,4246.72,3225.85,2474.01,.,.,.,.,.,.
RUS,1967,1,short,1,12,14808.23,1813.07,242.74,134.76,128.11,173.79,143.85,411.74,561.58,994.29,1070.69,809.67,1182.44,1526,1540.71,1224.93,1145.72,871.78,516.29,316.06,.,.,.,.,.,.
RUS,1967,1,short,1,13,923.03,59.29,18.5,35.79,41.72,69.98,41.31,53.33,33.73,46.76,78.39,53.55,49.13,78.97,77.99,64.01,56.95,29.57,19.45,14.6,.,.,.,.,.,.
RUS,1967,1,short,1,14,5819.43,19.09,50.82,67.47,66.02,118.24,139.36,305.71,284.76,338.24,317.51,242.41,311.63,395.56,459.54,526.68,593.45,687.77,536.83,358.34,.,.,.,.,.,.
RUS,1967,1,short,1,15,22436.64,21186.62,572.21,253.2,169.73,95.84,33.63,36.73,28.53,8.15,10.55,3.81,6.16,4.1,2.8,4.92,4.09,7.09,6.13,2.35,.,.,.,.,.,.
RUS,1967,1,short,1,16,107512.38,1002.27,2281.38,3393.06,2716.13,6816.94,5727,15022.05,14707.8,17554.31,11834.24,6139.4,5922.74,5575.39,3591.79,1991.09,1403.83,899.64,569.97,363.35,.,.,.,.,.,.
RUS,1968,1,short,1,0,519254.73,35197.94,6462.83,5464.52,4541.4,10044.95,8976.12,18163.57,23905.36,30724.42,32997.21,22128.9,30078.98,45878.83,52548.08,47949.16,47577.79,40053.07,32179.58,24381.98,.,.,.,.,.,.
RUS,1968,1,short,1,1,23896.11,1503.73,728.09,273.83,199.7,244.78,241.16,781.91,1363.66,2073.12,2621.49,1715.56,2136.3,2946.96,2906.28,1958.82,1255,571.67,261.3,112.76,.,.,.,.,.,.
RUS,1968,1,short,1,2,90727.91,123.21,530.95,643.04,533.4,615.49,463.53,828.87,1438.13,2959.65,4938.93,4614.32,8267.35,14271.82,16194.63,13425.06,10560,6242.94,2891.63,1184.96,.,.,.,.,.,.
RUS,1968,1,short,1,3,634.85,95.53,57.07,33.44,39.7,37.63,22.34,33.26,30.93,32.59,43.32,22.44,30.44,43.54,37.01,31.11,22.7,11.64,4.92,5.24,.,.,.,.,.,.
RUS,1968,1,short,1,4,913.87,55.54,52.83,21.11,20.35,26.79,18.41,25.06,42.47,64.34,67.43,47.47,63.97,91.85,99.68,76.89,64.21,50.97,19.68,4.81,.,.,.,.,.,.
RUS,1968,1,short,1,5,2299.26,8.63,25.97,79.12,47.91,65.85,55.33,143.58,260.34,386.05,367.51,184.41,192.19,181.04,117.97,63.66,51.3,29.01,22.24,17.16,.,.,.,.,.,.
RUS,1968,1,short,1,6,4473.47,322.9,273.32,269.86,266.4,365.57,181.96,266.84,338.56,381.42,350.7,217.32,221.19,288.99,225.16,169.97,138.21,90.65,54.22,50.24,.,.,.,.,.,.
RUS,1968,1,short,1,7,114345.13,6.06,31.77,88.59,177.03,439.78,325.96,999.45,1866.81,3621.48,5004.54,4129.16,6452.66,10408.65,13427.06,13320.68,15038.85,14523.66,13293.22,11189.72,.,.,.,.,.,.
RUS,1968,1,short,1,8,59913.65,9.31,1.72,5.7,7.2,33.56,66.88,180.73,385.55,800.17,1233.87,1242.48,2307.36,4706.19,7105.02,8050.75,9782.23,9450.77,8260.82,6283.33,.,.,.,.,.,.
RUS,1968,1,short,1,9,8683.87,1.97,0.99,1.69,4.42,15.28,12.41,44.6,88.41,165.32,226.96,203.01,300.14,546.52,800.04,849.29,1241.42,1378.2,1399.36,1403.83,.,.,.,.,.,.
RUS,1968,1,short,1,10,21622.17,9798.26,1689.65,313.81,172.56,143.63,114.38,150.05,280.16,425.85,639.06,484.61,734.49,1174.02,1342.96,1216.67,1088,853.27,602.19,398.55,.,.,.,.,.,.
RUS,1968,1,short,1,11,32139.38,152.48,89.58,54.72,41.16,64.02,66.7,133.75,295.48,595.68,967.25,880.47,1557.3,3028.49,4254.95,4486.37,4897.64,4305.69,3632.57,2635.1,.,.,.,.,.,.
RUS,1968,1,short,1,12,15412.65,1662.1,235.22,133.55,141.54,187.09,168.04,366.5,622.54,1002.3,1212.41,919.06,1090.82,1593.17,1624.74,1388.91,1294.59,895.83,544.65,329.59,.,.,.,.,.,.
RUS,1968,1,short,1,13,883.86,56.25,24.68,38.7,49.11,80.06,30.22,28.78,50.7,51.71,58.41,51.26,57,79.19,66.03,44.26,52.44,35.06,19.51,10.47,.,.,.,.,.,.
RUS,1968,1,short,1,14,5942.01,31.28,34.9,70.14,90.01,123.44,127.2,224.3,306.13,365.41,416.57,279.35,308.06,382.86,484.68,574.49,631.58,613.89,518.27,359.47,.,.,.,.,.,.
RUS,1968,1,short,1,15,21519.11,20268.39,541.94,228.57,173.54,141.09,40.07,29.48,22.42,22.36,9.59,10.96,2.99,3.44,5.04,4.31,3.73,4.87,2.96,3.35,.,.,.,.,.,.
RUS,1968,1,short,1,16,115847.42,1102.31,2144.14,3208.65,2577.37,7460.91,7041.52,13926.42,16513.07,17776.96,14839.17,7127.04,6356.73,6132.12,3856.84,2287.92,1455.88,994.95,652.05,393.37,.,.,.,.,.,.
RUS,1969,1,short,1,0,554137.39,34958.43,5994.79,5302.63,4605.34,10190.83,11692.43,15714.75,27481.66,30499.01,38840.63,25370.3,30024.4,49119.62,56605.09,53358.59,50395.59,43451.84,33856.81,26674.73,.,.,.,.,.,.
RUS,1969,1,short,1,1,23462.52,1430.3,623.24,258.09,162.27,219.44,252.52,626.85,1452.64,1934.07,2632.23,1796.3,1989.54,2933.17,2867.54,2048.98,1199.92,651.56,266.76,117.1,.,.,.,.,.,.
RUS,1969,1,short,1,2,93380.93,120.53,510.91,610.52,498.75,606.15,527.55,695.69,1621.63,2746.54,5512.64,5154.94,7961.93,14616.84,16738.73,14392.23,10610.65,6455.18,2825.64,1173.89,.,.,.,.,.,.
RUS,1969,1,short,1,3,677.43,87.4,67.76,28.72,41.76,54.65,34,19.25,32.55,20.22,41.28,21.18,28.21,47.96,61.1,32.44,26.31,11.72,15.66,5.25,.,.,.,.,.,.
RUS,1969,1,short,1,4,1012.22,50.18,52.61,15.69,9.63,25.84,22.41,27.58,62.24,70.01,72.9,55.95,63.25,107.04,121.39,104.48,68.93,50.6,22.04,9.45,.,.,.,.,.,.
RUS,1969,1,short,1,5,2657.19,8.44,19.12,90.9,86.82,80.46,72.69,136.46,320.2,364.04,476.34,248.4,193.23,204.3,143.91,84.98,41.57,44.47,18.3,22.56,.,.,.,.,.,.
RUS,1969,1,short,1,6,4713.92,353.44,241.45,224.25,223.96,327.66,248.11,224.05,396.87,409.46,439.21,273.52,225.28,294.15,216.93,195.65,150.2,116.62,81.25,71.87,.,.,.,.,.,.
RUS,1969,1,short,1,7,124829.05,12.08,7.19,84.88,171.14,416.89,400.56,816.95,2103.29,3582.24,6020.27,4826.64,6465.94,11321.01,14637.27,15081.95,16382.09,15901.91,14271.69,12325.06,.,.,.,.,.,.
RUS,1969,1,short,1,8,64581.36,9.37,2.73,4.26,8.77,28.92,75.25,156.86,447.67,749.51,1417.64,1474.2,2397.47,5309.02,7681.34,8999.78,10301,10097.76,8510.39,6909.41,.,.,.,.,.,.
RUS,1969,1,short,1,9,9647.42,0.97,0.99,2.55,4.57,12.97,32.15,40.93,100.08,164.21,275.18,270.94,349.93,620.29,891.92,1019.27,1340.56,1486.25,1520.01,1513.65,.,.,.,.,.,.
RUS,1969,1,short,1,10,23733.38,9765.82,1645.27,340.13,195.36,165.15,113.21,162.68,343.47,548.5,858.76,678.02,860.13,1405.87,1666.59,1510.34,1312.18,1047.59,652.25,462.05,.,.,.,.,.,.
RUS,1969,1,short,1,11,36034.89,186.4,99.78,44.04,32.58,66.38,85.34,119.05,369.77,697.46,1139.84,1051.74,1610.59,3359.05,4898.16,5068.51,5447.09,4912.57,3928.31,2918.24,.,.,.,.,.,.
RUS,1969,1,short,1,12,15782.29,1442.66,239.89,136.89,117.51,154.54,208.6,318.59,710.21,896.68,1407.53,972.42,1087.81,1706.3,1706.68,1589.71,1236.05,965.86,547.68,336.67,.,.,.,.,.,.
RUS,1969,1,short,1,13,875.09,44.15,30.65,32.52,60.93,62.74,30.58,35.38,49.51,47.36,80.85,54.97,55.14,75.02,79.03,39.69,33.5,33.46,13.22,16.41,.,.,.,.,.,.
RUS,1969,1,short,1,14,6136.57,30.15,32.99,43.75,65.05,156.74,185.96,181.86,327.32,339.84,451.42,301.21,307.69,414.75,530.02,585.48,692.28,665.41,519.84,304.79,.,.,.,.,.,.
RUS,1969,1,short,1,15,21539.5,20276.73,528.81,234.24,135.34,115.9,71.56,39.87,35.59,23.38,16.81,14.23,7.38,7.38,7.61,7.74,7.56,3.36,1.91,4.09,.,.,.,.,.,.
RUS,1969,1,short,1,16,125073.64,1139.82,1891.42,3151.16,2790.89,7696.41,9331.92,12112.7,19108.61,17905.48,17997.73,8175.64,6420.84,6697.49,4356.84,2597.37,1545.7,1007.53,661.87,484.23,.,.,.,.,.,.
RUS,1970,1,short,1,0,566996.19,33743.62,6102.7,5107.1,4596.58,10320.45,14061.66,13235.27,29109.22,29442.88,42677.8,28854.98,28529.3,49812,58399.95,56421.04,50553.07,45225.58,33240.3,27562.61,.,.,.,.,.,.
RUS,1970,1,short,1,1,22540.87,1215.48,557.31,209.5,157.76,252.94,285.19,476.27,1460.34,1636.8,2722.66,1988.36,1758.69,2742.84,2762.3,2111.17,1213.05,609.64,253.1,127.47,.,.,.,.,.,.
RUS,1970,1,short,1,2,94391.36,110.34,445.68,540.54,497.51,614.68,601.57,601.67,1630.34,2659.8,6050.82,5643.44,7177.68,14794.81,17059.83,14946.28,10559.52,6540.27,2728.44,1188.14,.,.,.,.,.,.
RUS,1970,1,short,1,3,597.98,74.93,39.65,23.81,34.87,40.86,32.73,21.48,30.4,34.14,43.23,34.42,31.81,36.19,47.91,30.45,20.48,13.3,6.3,1.01,.,.,.,.,.,.
RUS,1970,1,short,1,4,1011.36,49.23,31.77,10.86,17.92,28,27.18,21.53,64.16,77.37,95.73,74.09,60.14,106.29,101.83,98.82,70.3,49.05,21,6.09,.,.,.,.,.,.
RUS,1970,1,short,1,5,2765.67,7.12,18.06,82.6,71.06,99.22,85.29,122.54,384.85,396.93,499.45,296.34,178.55,211.28,166.64,68.59,39.78,17.05,4.74,15.57,.,.,.,.,.,.
RUS,1970,1,short,1,6,4389.13,319.31,246.02,189.56,231.19,327.29,290.77,192.66,332.06,314.83,432.16,294.93,205.43,262.73,233.6,197.36,130.45,85.2,65.55,38.02,.,.,.,.,.,.
RUS,1970,1,short,1,7,129421.36,3.01,22.8,48.96,142.49,422.45,428.82,654.33,2336.58,3469.21,6712.97,5524.62,6158.76,11539.65,15082.56,16107.02,16463.12,16958.91,14358.74,12986.35,.,.,.,.,.,.
RUS,1970,1,short,1,8,65814.65,4.24,1.17,6.19,5.15,32.77,72.04,136.15,484.2,707.21,1630.1,1721.95,2293.92,5201.05,8142.54,9354.37,10273.06,10353.94,8247.42,7147.17,.,.,.,.,.,.
RUS,1970,1,short,1,9,10845.19,2.01,5.79,9.19,7.79,18.93,38.3,31.52,109.46,218.97,339.03,312.73,375.57,699.21,1049.03,1275.42,1455.78,1685.62,1594.84,1615.99,.,.,.,.,.,.
RUS,1970,1,short,1,10,25432.33,9198.2,1839.32,385.09,227.08,211.89,155.46,157.89,397.33,576.01,964.21,819.03,900.08,1637.22,1918.92,1921.21,1527.68,1260.69,774.66,560.36,.,.,.,.,.,.
RUS,1970,1,short,1,11,35306.5,144.52,114,49.58,29.89,54.61,93.41,110.26,315.52,553.43,1255.45,1234.14,1563.85,3317.99,4696.45,5312.41,5315.53,4941.17,3498.39,2705.91,.,.,.,.,.,.
RUS,1970,1,short,1,12,15932.61,1216.98,219.71,137.84,127.1,164.81,206.81,262.71,777.77,949.23,1566.32,1100.39,1090.17,1709.34,1822.44,1556.29,1232.97,896.45,535.43,359.84,.,.,.,.,.,.
RUS,1970,1,short,1,13,771.82,35.22,26.55,31.62,55.87,41.48,37.64,27.57,37.6,33.76,75.85,66.38,45.7,66.09,63.83,44.69,36.44,19.2,12.12,14.22,.,.,.,.,.,.
RUS,1970,1,short,1,14,6073.26,28.08,36.02,60.18,75.14,163.32,186.44,143.55,339.22,303.18,426.06,315.62,272.72,462.63,555.38,584.73,658.61,676.88,448.64,336.87,.,.,.,.,.,.
RUS,1970,1,short,1,15,21531.44,20253.95,514.93,256.1,147.25,135.77,67.04,25.4,36.56,16.21,17.51,7.22,10.5,9.94,6.59,10.39,5.99,4.51,1.55,4.05,.,.,.,.,.,.
RUS,1970,1,short,1,16,130170.65,1081,1983.93,3065.48,2768.53,7711.41,11452.96,10249.78,20372.83,17495.79,19846.26,9421.32,6405.73,7014.74,4690.12,2801.83,1550.31,1113.69,689.42,455.53,.,.,.,.,.,.
RUS,1971,1,short,1,0,574233.99,32897.94,5585.73,4633.43,4702.1,10451.82,15913.76,11678.2,29784.64,29185.08,44375.83,33309.56,28708.55,47619.98,59966.4,58666.98,51182.18,45537.15,33038.9,26995.69,.,.,.,.,.,.
RUS,1971,1,short,1,1,21945.02,1206.3,501.59,225.78,181.12,255.87,350.97,380.89,1384.39,1566.28,2659.33,2066.79,1742.49,2437.29,2703.51,2132.91,1197.72,601.36,230.34,120.09,.,.,.,.,.,.
RUS,1971,1,short,1,2,96366.22,115.26,452.59,567.47,499.83,634.43,649.84,480.32,1641.75,2447.28,6110.7,6473.05,7272.74,14063.78,17642.88,15885.04,10837.77,6659.47,2736.7,1195.31,.,.,.,.,.,.
RUS,1971,1,short,1,3,614.95,63.73,47.35,29.74,48.12,45.54,43.82,15.48,31.31,32.88,45.21,30.68,29.1,36.89,46.2,28.8,23.54,13.2,2.17,1.17,.,.,.,.,.,.
RUS,1971,1,short,1,4,1062.28,41.46,29.91,10.8,19.82,25.3,31.19,21.14,73.67,82.4,76.74,74.48,60.55,99.89,131.33,115.76,86.84,52.39,19.31,9.3,.,.,.,.,.,.
RUS,1971,1,short,1,5,2854.1,7.02,18.27,69.91,56.77,68.79,77.02,113.88,389.46,400.22,576.42,353.15,219.3,182,151.98,85.23,40.04,24.75,8.68,11.23,.,.,.,.,.,.
RUS,1971,1,short,1,6,4347.29,263.48,244.98,171.11,230.78,361.01,330.05,195.24,388.33,343.52,461.23,279.1,195.56,253.46,221.02,169.77,102.09,68.96,35.15,32.43,.,.,.,.,.,.
RUS,1971,1,short,1,7,132911.03,10.03,10.49,56.07,138.2,413.13,556.42,567.63,2459.6,3492.25,7170.71,6529.08,6344.96,11324.09,15610.34,16857.91,17138.71,17136.13,14376.14,12719.16,.,.,.,.,.,.
RUS,1971,1,short,1,8,67698.29,1.25,4.2,7.16,9.19,42.78,77.42,127.85,533.79,769.36,1628.04,1952.39,2318.94,5201.6,8376.57,9917.03,10354.38,10758.44,8495.5,7122.38,.,.,.,.,.,.
RUS,1971,1,short,1,9,11641.99,7.02,5.75,4.73,11.83,21.94,46.31,23.38,160.01,207.49,417.38,418.67,422.65,828.17,1207.88,1397.11,1524.34,1786.23,1580.71,1570.38,.,.,.,.,.,.
RUS,1971,1,short,1,10,23313.47,8509.44,1574.03,333.03,201.51,190.04,197.12,129.42,398.14,503.94,1028.35,914.14,849.66,1382.98,1814.68,1679.33,1378.91,1086.24,649.83,492.67,.,.,.,.,.,.
RUS,1971,1,short,1,11,33122.97,109.21,75.58,31.14,33.94,49.06,71.66,66.77,283.78,515.1,1265.71,1306.99,1406.43,2898.03,4494.21,5129.86,4999.92,4549.43,3245.58,2590.58,.,.,.,.,.,.
RUS,1971,1,short,1,12,16427.86,1028.48,209.77,100.92,134.47,143.85,221.86,226.83,915.2,908.41,1582.62,1356.73,1153.43,1665.6,2043.88,1646.64,1250.96,949.3,548.79,340.11,.,.,.,.,.,.
RUS,1971,1,short,1,13,691.16,32.07,15.23,25.33,39.53,45.4,37.47,20.21,45.5,34.08,57.83,55.26,47.9,58.64,55.61,43.51,34.28,22.14,10.05,11.11,.,.,.,.,.,.
RUS,1971,1,short,1,14,6169.54,17.04,26.54,48.63,67.92,150.24,162.21,130.45,337.49,316.99,462.05,397.72,305.13,416.15,548.63,598.65,678.9,715.23,483.84,305.73,.,.,.,.,.,.
RUS,1971,1,short,1,15,21878.08,20434.47,521.1,276.84,176.53,166.11,86.23,41.69,42.63,15.19,30.79,24.45,15.86,13.49,11.05,8.7,3.65,6.18,1.72,1.4,.,.,.,.,.,.
RUS,1971,1,short,1,16,133189.74,1051.71,1848.35,2674.76,2852.54,7838.32,12974.18,9137.01,20699.58,17549.69,20802.71,11076.87,6323.85,6757.93,4906.65,2970.75,1530.1,1107.69,614.38,472.65,.,.,.,.,.,.
RUS,1972,1,short,1,0,588094.16,34200.84,5950.74,4438.19,4382.11,10383.36,16767.31,11804.36,27644.93,29605.82,43602.88,38612.73,29770.1,43905.09,61293.41,62757.65,52798.23,47068.91,34442.53,28664.94,.,.,.,.,.,.
RUS,1972,1,short,1,1,21199.54,1345.69,552.79,206.17,161.15,243.31,331.19,359.24,1206.67,1510.98,2455.87,2111.64,1631.08,2104.12,2627.38,2137.17,1246.41,594.21,251.31,123.18,.,.,.,.,.,.
